tweet_id,predicted_labels,probabilities
1204712613394944000,0.0,0.0020781811326742172
1314687877482242054,0.0,0.0025167404673993587
1323088699123552257,1.0,0.9982681274414062
1343172775696084992,0.0,0.0021680695936083794
1349536776407416833,0.0,0.002201937371864915
1349533916219252736,0.0,0.0021266948897391558
1312791064491839491,0.0,0.0052227433770895
1331187788096606208,1.0,0.9980071187019348
1309212091027521540,0.0,0.0023884361144155264
1329779797107515395,0.0,0.0022422608453780413
1316314320968581121,0.0,0.01243659295141697
1336373275396599808,1.0,0.9982484579086304
1313146448486248448,0.0,0.0022137737832963467
1031956961493958657,1.0,0.9976670742034912
1310532704690200576,1.0,0.998001754283905
1351553388987645954,1.0,0.9978677034378052
1321416434560442369,1.0,0.9976043105125427
1269018833605582848,0.0,0.0022445875220000744
1336351350326583299,1.0,0.9971550703048706
1334648616401707011,0.0,0.0021763190161436796
1040207247513739264,0.0,0.002036589663475752
1337256198324752384,0.0,0.0022455553989857435
1328345064918028288,0.0,0.0022276677191257477
1217848746194743296,0.0,0.0035266561899334192
1318748982080724993,0.0,0.00464782677590847
1344902410091732993,1.0,0.99795001745224
1318269372822028288,1.0,0.9956329464912415
1239605635773153280,0.0,0.029400063678622246
1232355642007908352,0.0,0.00230622966773808
1313569987689406467,0.0,0.0022342668380588293
1321411614524977152,1.0,0.9966237545013428
1037823823872110592,0.0,0.0021857924293726683
1348653513837060097,0.0,0.002406101441010833
1039498121783332865,0.0,0.00214000279083848
1316303433159376898,0.0,0.0025283428840339184
1337034631053504515,0.0,0.0021426414605230093
1344275421936955393,1.0,0.998207688331604
1338808646281662472,0.0,0.006903533823788166
1339299545335943175,1.0,0.9980138540267944
1350630186438553601,0.0,0.002238355576992035
1033009050844372999,0.0,0.0020471408497542143
1229594997458186240,0.0,0.002219952642917633
1346535881428103170,0.0,0.0024072553496807814
1336366334146437122,1.0,0.9979826211929321
1338151937095688193,0.0,0.0022430610843002796
1321000683827613696,1.0,0.9981775283813477
1181309121993330689,0.0,0.0020914655178785324
1345736428643364866,0.0,0.0022486792877316475
1032984552774529025,0.0,0.004275982733815908
1344736090662567938,0.0,0.004337418358772993
1310633866571513856,1.0,0.9977778792381287
1314989142439325696,1.0,0.9981850981712341
1337774217715212294,0.0,0.013021654449403286
1346478570193883144,0.0,0.00602764030918479
1338875703929016320,0.0,0.0023554605431854725
1341137875916578817,1.0,0.9974772334098816
1034845844300812288,1.0,0.9974838495254517
1344068193409785857,0.0,0.0021617221646010876
1320749535837245442,1.0,0.9980317950248718
1317466691090190342,1.0,0.9981847405433655
1078342138302058496,0.0,0.0027190798427909613
1310934085976629250,1.0,0.9977214932441711
1308931658503122945,0.0,0.002359540667384863
1347573791556333568,0.0,0.005550546571612358
1032669709743923202,0.0,0.002481539035215974
1326931702690746370,0.0,0.002983435755595565
1312114377965727750,0.0,0.002185392426326871
1336351968818843648,0.0,0.005010728724300861
1348359006079905793,0.0,0.0027889488264918327
1336685486195224578,1.0,0.9968902468681335
1320720614995406848,1.0,0.9975395202636719
1346479381758164993,1.0,0.9976804256439209
1326146605800513536,1.0,0.998191773891449
1309191149047803904,0.0,0.0023461405653506517
1327257412139532291,0.0,0.002293072873726487
1039416466527985664,0.0,0.007333940826356411
1313569939178037249,0.0,0.0022355448454618454
1340473503351369728,1.0,0.9911437034606934
1315307363734351874,1.0,0.9971120357513428
1337125945564655616,0.0,0.002623115899041295
1034086403016192000,0.0,0.0022535535972565413
1340931296818655232,0.0,0.0023970259353518486
1031638022616309760,0.0,0.002108590677380562
1351568438318264322,0.0,0.002385899191722274
1348104807610019840,0.0,0.0022395059932023287
1319325171648401409,1.0,0.9926912188529968
1283481591264813065,0.0,0.0021872876677662134
1032161631164411904,0.0,0.0019938014447689056
1321141824300306433,1.0,0.9879555702209473
1329805448837558274,0.0,0.002309301635250449
1330516777747542026,0.0,0.0022689644247293472
1331935776905572353,0.0,0.0021183195058256388
1133438098183020544,1.0,0.9981045722961426
1335685471205289989,0.0,0.0023223005700856447
1039683805454495744,0.0,0.005364512093365192
1032371693556195329,0.0,0.002710140310227871
1339286689970315264,0.0,0.0026190944481641054
1321843802798092288,1.0,0.9978970289230347
1174729115036999680,0.0,0.0027175159193575382
1342122234425577472,0.0,0.0026794038712978363
1327325228645670914,0.0,0.002298179781064391
1335396386892869634,0.0,0.008800541050732136
1333840811147075587,0.0,0.002127991523593664
1311993102194872320,1.0,0.9969204664230347
1327807970671996929,0.0,0.0021738912910223007
1346562392482852865,0.0,0.0021657166071236134
1311108606637551619,1.0,0.9980303645133972
1037724150750699520,0.0,0.0021285880357027054
1151530194697674757,0.0,0.0024583707563579082
1318269622399823872,1.0,0.9960888624191284
1333984331765862400,0.0,0.0021640469785779715
1070419311817179137,0.0,0.002196419984102249
1349476623259734020,0.0,0.002312663709744811
1073271025226473472,0.0,0.0020699056331068277
1332023865665581058,0.0,0.0021076537668704987
1334500256369807363,0.0,0.002053228672593832
1351731189913182210,0.0,0.00210072030313313
1339661648529944583,1.0,0.9982181191444397
1343567636844728320,0.0,0.002210936276242137
1106274840833609728,1.0,0.8489694595336914
1039496530871427072,0.0,0.002088853856548667
1340084474181283840,0.0,0.002184168668463826
1338828576095924225,0.0,0.0028943216893821955
1286658834094649349,1.0,0.997710108757019
1310300841572786179,1.0,0.9941828846931458
1022572268147208192,1.0,0.9843940138816833
1342167413207543809,0.0,0.0023518954403698444
1345266879691014146,0.0,0.0027256631292402744
1316001557788450816,0.0,0.002331217983737588
1333818935217680385,1.0,0.9972821474075317
1313577037232254976,1.0,0.9974139928817749
1158897121023725574,0.0,0.002140381373465061
1186605950893002757,0.0,0.003626351710408926
1321813491737677824,1.0,0.9968806505203247
1347211895674122245,0.0,0.0021103110630065203
1037941050977992704,0.0,0.0020099880639463663
1032339591838269445,0.0,0.002092827344313264
1250988276300877826,1.0,0.9882451295852661
1346859797677809665,0.0,0.002232980914413929
1320772419427225601,0.0,0.002300707623362541
1338906708702277632,0.0,0.0021182368509471416
1282426761624551425,0.0,0.0021639904007315636
1329969839948050432,0.0,0.0024337659124284983
