tweet_id,predicted_labels,probabilities
1204712613394944000,0,0.09893064
1314687877482242054,0,0.10598632
1323088699123552257,1,0.97761405
1343172775696084992,0,0.10256666
1349536776407416833,0,0.10096435
1349533916219252736,0,0.09703655
1312791064491839491,0,0.13223866
1331187788096606208,1,0.9750767
1309212091027521540,0,0.10540199
1329779797107515395,0,0.104333825
1316314320968581121,0,0.12780891
1336373275396599808,1,0.9727659
1313146448486248448,0,0.10625974
1031956961493958657,1,0.97387695
1310532704690200576,1,0.9701742
1351553388987645954,1,0.96870977
1321416434560442369,1,0.64164484
1269018833605582848,0,0.10325013
1336351350326583299,0,0.13973688
1334648616401707011,0,0.09672188
1040207247513739264,0,0.09509597
1337256198324752384,0,0.10360132
1328345064918028288,0,0.10037895
1217848746194743296,0,0.1385572
1318748982080724993,0,0.105165966
1344902410091732993,1,0.97480553
1318269372822028288,1,0.975361
1239605635773153280,1,0.8945802
1232355642007908352,0,0.10928345
1313569987689406467,0,0.10433184
1321411614524977152,1,0.960539
1037823823872110592,0,0.094104834
1348653513837060097,0,0.098892204
1039498121783332865,0,0.09483714
1316303433159376898,0,0.10134176
1337034631053504515,0,0.09683389
1344275421936955393,1,0.9740646
1338808646281662472,1,0.9741606
1339299545335943175,1,0.9749985
1350630186438553601,0,0.102235146
1033009050844372999,0,0.09292446
1229594997458186240,0,0.094334655
1346535881428103170,0,0.10819183
1336366334146437122,1,0.9742789
1338151937095688193,0,0.14686048
1321000683827613696,1,0.9671537
1181309121993330689,0,0.09821568
1345736428643364866,0,0.10700316
1032984552774529025,0,0.34953287
1344736090662567938,0,0.106168956
1310633866571513856,1,0.97622854
1314989142439325696,1,0.9774955
1337774217715212294,0,0.13282055
1346478570193883144,0,0.10555077
1338875703929016320,0,0.09787595
1341137875916578817,0,0.21144861
1034845844300812288,1,0.9673674
1344068193409785857,0,0.12222658
1320749535837245442,1,0.97420776
1317466691090190342,1,0.9774743
1078342138302058496,0,0.10361619
1310934085976629250,1,0.9769142
1308931658503122945,0,0.10210036
1347573791556333568,0,0.09791992
1032669709743923202,0,0.10696233
1326931702690746370,0,0.10587383
1312114377965727750,0,0.100128144
1336351968818843648,0,0.14370088
1348359006079905793,0,0.10374116
1336685486195224578,1,0.9729294
1320720614995406848,1,0.9741442
1346479381758164993,0,0.0960127
1326146605800513536,1,0.9766316
1309191149047803904,0,0.10079727
1327257412139532291,0,0.09704295
1039416466527985664,0,0.12376542
1313569939178037249,0,0.10441401
1340473503351369728,1,0.9701774
1315307363734351874,1,0.96753603
1337125945564655616,0,0.10636865
1034086403016192000,0,0.107211985
1340931296818655232,0,0.094810925
1031638022616309760,0,0.094591476
1351568438318264322,0,0.09180713
1348104807610019840,0,0.10141006
1319325171648401409,1,0.9670387
1283481591264813065,0,0.09523161
1032161631164411904,0,0.09637252
1321141824300306433,1,0.97362024
1329805448837558274,0,0.0972133
1330516777747542026,0,0.11107247
1331935776905572353,0,0.098696575
1133438098183020544,1,0.9746868
1335685471205289989,0,0.101252325
1039683805454495744,0,0.46909818
1032371693556195329,0,0.101971865
1339286689970315264,0,0.14708807
1321843802798092288,1,0.96940124
1174729115036999680,0,0.0994983
1342122234425577472,0,0.10034641
1327325228645670914,0,0.10295791
1335396386892869634,0,0.1451567
1333840811147075587,0,0.10326357
1311993102194872320,1,0.9673223
1327807970671996929,0,0.107447006
1346562392482852865,0,0.099524796
1311108606637551619,1,0.975031
1037724150750699520,0,0.09712648
1151530194697674757,1,0.79907507
1318269622399823872,1,0.97577226
1333984331765862400,0,0.094956726
1070419311817179137,0,0.09027812
1349476623259734020,0,0.10191682
1073271025226473472,0,0.096939035
1332023865665581058,0,0.09892572
1334500256369807363,0,0.10244548
1351731189913182210,0,0.0933693
1339661648529944583,1,0.9760206
1343567636844728320,0,0.102286205
1106274840833609728,0,0.11560353
1039496530871427072,0,0.0957053
1340084474181283840,0,0.10332689
1338828576095924225,0,0.10356118
1286658834094649349,1,0.9692719
1310300841572786179,1,0.9485689
1022572268147208192,1,0.96460396
1342167413207543809,0,0.10045465
1345266879691014146,0,0.10468844
1316001557788450816,0,0.10133585
1333818935217680385,1,0.8995918
1313577037232254976,1,0.9695179
1158897121023725574,0,0.09507775
1186605950893002757,0,0.46530706
1321813491737677824,1,0.8619555
1347211895674122245,0,0.09471768
1037941050977992704,0,0.09670619
1032339591838269445,0,0.09851657
1250988276300877826,1,0.9736332
1346859797677809665,0,0.10248693
1320772419427225601,0,0.09777122
1338906708702277632,0,0.09662466
1282426761624551425,0,0.09625004
1329969839948050432,0,0.10729693
1322132421106634752,1,0.9762691
1314293314741514241,0,0.098623425
1193835967335059457,0,0.10781291
1323464870285684741,0,0.21248473
1329416652287565831,0,0.3781324
1338018075359244288,1,0.97082514
1088521873753817090,0,0.09704867
