tweet_id,tweet_url,tweet_text,stance,persuasiveness,split
1306321963300933638,https://t.co/M2cA08YCLq,"Honored to receive an ""A"" rating from on their National Pro-Life Scorecard. The most basic right we have is the right to life, and we must never stop working to protect the unborn.",oppose,no,train
1100840703595171840,https://t.co/xaSPNftZZy,Next Tuesday this month you have the opportunity to uphold college student access rights laws that expand access to abortion across the state. Join us at the FBI from 6 P.M. to 8 P.M. on March 5th.,support,no,train
1161629336090398720,https://t.co/z97Rgklux8,Millions of women around the world have done safe medical abortions at home. You can too.,support,no,train
1365041425637908488,https://t.co/GeSN55RXk0,Rep. Todd Russ passed House Bill 2441 though committee on Wednesday. The bill would stop abortions from being performed once an unborn child is determined to have a detectable heartbeat. Read more |,oppose,yes,train
1163094276257067009,https://t.co/vgl4hadvLJ,"Says they take care of the children, they don't do it anymore until the baby becomes pregnant. Pregnancy in adolescents is life-threatening and can permanently alter their bone structure. It's dangerous and shocking yet they don't care.",support,yes,train
1157372146345238530,https://t.co/yK6CFRS2Ps,"Ah the irony that NARAL considers this a choice. Also my answer is Yes because abortion destroys innocent human lives, abortion discriminates against minorities, the disabled, and even girls, and abortion is a human rights crisis.",oppose,no,train
1027187919516299264,https://t.co/DnKIxxqTBo,"Safe beds are a major cause of maternal mortality in Argentina. Today, there is a historic opportunity to legalize abortion and protect women's rights. The world is watching.",support,no,train
1361703527781978113,https://t.co/u7nxfgBQBp,"Abortion is the most lethal form of racism and the leading killer of Black Americans. It's time to shut down and prosecute the industry. ~ , niece of too!",oppose,no,train
1103165818135867392,https://t.co/ZfGUP4rB03,We provide quality care to prevent women's deaths، as unsafe abortion is one of the top 5 causes of death worldwide. Learn more about our features:,support,yes,train
1020416826801639424,https://t.co/ixwoZfItCL,"Nothing pro life. in fact, it jeopardizes the lives of people around the world. read reports from",support,no,train
1180301663497785344,https://t.co/fTucx0Kv1c,Imagine if politicians used the Im personally pro-life but line for other social injustices? Abortion kills a human being. Do something to stop it!,oppose,no,train
1352695024283074561,https://t.co/5tGC3yHiui,"48 years after the landmark judgement, rai v. Wade is being threatened like never before. R confirmed that every woman should not only have autonomy on her body but also take safe reproductive health care. Ill always fight to protect the right to choose.",support,no,train
1283203628560338949,https://t.co/pBhqYpabip,"""A nation that kills it's own children in the womb has lost it's soul."" ~~ St.Teresa of Calcutta",oppose,no,train
1091005032277962753,https://t.co/I7rFuRHmwd,"""Women will only have real equality when men have the same responsibility to nurture the next generation."" One of women's limitations is the heartbeat bill. If the law is repealed, women seeking abortions could face extreme violence.",support,yes,train
1098995846186704897,https://t.co/etWg6wHB1b,"Overturning Roe v. Wade is not just a problem for the physical safety of pregnant people--it would also create enormous systemic problems in terms of mass incarceration, economic injustice, and racial injustice.",support,no,train
1359119281338920970,https://t.co/psb1Dvj8AH,Religious fanatics want to put women &amp; their doctors into prison for simply getting an abortion. Even Ireland has made abortions legal safe. In America a zygote is NOT a baby and abortion is not MURDERS; love it or leave it.,support,yes,train
1274091206859866112,https://t.co/SOSBZzWSZu,"No justification for police extrajudicial executions. Many of these deaths are innocent people, and even if some of them did something wrong, it doesn't mean they deserve to be murdered. What's the overlap of peeps and those who don't see anything wrong with this?",support,no,train
1291969379752525824,https://t.co/et3Rpq9vnu,Legalization abortion is a professional life for a mother threatened by an earthquake doctor. The Catholic church usually sets the time abortion (one month) as a sin absent by the priest /o 'bishop' at the time of authorized abortion valid abortion is not a child.,support,no,train
1177759780762537984,https://t.co/OUhExGINSR,"If your doesn't care about the planet that unborn kids will be born onto, you're doing it wrong!",oppose,no,train
1115283784843366402,https://t.co/6pFxs4ioH1,"I don't have a position on abortion, I really don't, I think it's a personal decision. But I agree with the new Georgia ""heartbeat"" law that prohibits abortions when the fetus gets a heartbeat, typically after six weeks of pregnancy. It makes sense... it's human... saves lives.",oppose,no,train
1359119281338920970,https://t.co/psb1Dvj8AH,"A fanatical religion that wants to put women first because you got pregnant doctors put you in jail and Ireland legalized abortion in America, a fertilized egg is not a baby, abortion is not murder. Like it or leave",support,yes,train
1177766210273972224,https://t.co/dIv8Er0I0y,If you don't care about the planet that babies will be born، you're wrong!,support,no,train
1158522840678690816,https://t.co/t4xxzP6CaW,This abortion-to-birth bill is dangerous for women and children. Tell your MP to vote NO.,oppose,yes,train
1158376303231287296,https://t.co/ESyZh5FpCA,How is it pro-life when women are dying? The Trump administration's anti-abortion measures threaten the lives of women worldwide,support,yes,train
1359532007982776325,https://t.co/GvxzUHQB66,Your support helps NIFLA equip and protect pregnancy centers so they can save lives. Start shopping at and AmazonSmile will donate a portion of your eligible purchase price to our organization at no charge. Spread a little today!,oppose,no,train
1287774158714175490,https://t.co/Qqrg52F0Yw,"The hypocrisy of the ""pro-life"" movement is baffling. Restricting abortion is dangerous for both infants AND mothers.",support,no,train
1133412515101102080,https://t.co/KtkByRCkjK,"Missouri is poised to become the first state since Roe v. Wade without an abortion clinic: as states sign strict anti-abortion measures into law, women in more and more states could lose access.",support,no,train
1075239391017209857,https://t.co/jKZx8AADVJ,"There is No Gender Gap on Abortion, Women are Just as Pro-Life as Men",oppose,no,train
1038068554397089792,https://t.co/Ckgpa40dfB,Do you ? Pro-life laws can and do reduce the abortion rate:,oppose,no,train
1361779131529056256,https://t.co/Mstd7qeLB9,"Irelands 8th Amendment saved over 250,000 pre-born children from abortion. Join us as we talk with Niamh U Bhriain of , and , author of Patriots: The Untold Story of Irelands Pro-Life Movement.",oppose,no,train
1182864092437995520,https://t.co/L1WXIXQv5m,"Our bodies, our rights - but if the PL won power at the next election, Bernie Bigot Finn promised to abolish those rights. It's a good bet to see how many government resources are available to protect sex! A utensilla for you! This legislation will kill people!",support,no,train
1352746874827116544,https://t.co/bd0EXrcTFQ,"Its crazy to think people want to take away womens rights and make them have a baby they didnt ask for. Listen Christian pro-lifers, I have some news for you :)",support,no,train
1204522215145984000,https://t.co/r8hE6lzijZ,Abortion skills training for medics prompts concerns for pro-lifestudents,oppose,no,train
1068333802580312065,https://t.co/NvdASVLYvh,"Dismemberment Abortions Tear Children Apart While Their Heart is Beating, Texas is Trying to Ban Them",oppose,no,train
1101559757729656834,https://t.co/f2ckgdGBFK,"The Republican Party's extreme speeches and complete lies about abortion have real consequences. Since Trump's election in 2016: - death threats against abortion providers have doubled - the barrier to clinics that encourage violence is not ""pro-life.""",support,yes,train
1360619997605822467,https://t.co/XYDjFB6kCp,Pro-Life means supporting both mother and child in the womb.,oppose,no,train
1221907998152577024,https://t.co/kuTTVNJnsK,"Local SC news: State Rep is asking for an opinion on constitutionality of the 'heartbeat bill' now pending in the SC Senate. It would make almost all abortions illegal once fetal cardiac activity is detected, usually around 6 weeks after conception.",oppose,no,train
1166802746613411840,https://t.co/npDc4N1gtY,Every abortion eliminates a lifetime of choices.,oppose,yes,train
1153726560610004992,https://t.co/mFhxodJczc,"TRAP laws imposing medicaly unnecessary requirements on outpatient abortion clinics, have forced many clinics in many states to close. In 2019, 5 states passed laws chalenging Roe v. Wade with 6 more pending. For many ppl, abortion exists only as a right on paper.",support,yes,train
1213889098815066114,https://t.co/tMw5UtDHz3,"&amp; is an important issue, BUT 1. You can fight this 1 issue in other ways and NOT choose an irresponsible, immoral president 2. Abortion will kill less people and cause less suffering than some other very bad decisions We can't ignore all the other sins:",support,yes,train
1233474999509495809,https://t.co/W1Snb7lDM5,His sister should not be smoking! It could endanger their developing fetus.,oppose,no,train
1266103223259185152,https://t.co/IdozqdJXE4,"It is safe, efficient, promotes fetal extrusion and is effective in treating any remaining pregnancy contents in the uterus.",support,no,train
1364969931448713219,https://t.co/7PqVEUzYLV,"20 week abortion bans put unnecessary limitations on people who need abortions 20 weeks or more into their pregnancy. RHAP stands with , Florida Alliance of Planned Parenthood Affiliates, against these harmful protocols that limit choice and access.",support,no,train
1359047077951664128,https://t.co/2EycS6psoG,An Unborn Baby Can Feel Pain,oppose,yes,train
1200177857869336576,https://t.co/vXY12rCglk,I'm thankful that prenatal children will someday regain their human rights and no longer face the cruelty of abortion.,oppose,no,train
1237754302627811336,https://t.co/lMhjYQ71Mb,Choices about my body . I will be standing with those who are today hearing a case in the Supreme Court that will build the future of access to abortion in the United States.,support,yes,train
1101125627984392192,https://t.co/ANPKCpAMEF,"With today's addition of ""let's make it complicated,"" let's take a look at adoption. In many cases, proponents of pro-life have taken a hard line as an alternative to abortion that ""doesn't harm anyone"", but let's complicate the idea!",support,no,train
1120110594730930176,https://t.co/oJ8zSB5RRL,"And don't call yourself ""pro-life"" if you support the death penalty for women who get one. Making abortions illegal will not get rid of them. She's getting rid of safe abortions.",support,no,train
1147530259887206400,https://t.co/sbsym3fA1Z,"This is what women want for the future. The government lives here, regulating how they eat. Women are deprived of the freedom to choose who so desires. Anything that might affect their pregnancy is criminal.",support,yes,train
1146578523051532288,https://t.co/qaOxvjwrtZ,"After a staunch protest, Alabama decided not to prosecute women for fetal endangerment: more than 35 U.S. states have laws that classify a fetus as a victim of murder or assault. Such laws could lead to criminal charges being brought against pregnant women",support,no,train
1141882234661736453,https://t.co/uBUXCVGuJh,"Possible legal challenges to sweeping new abortion law limited in scope, pro-life legal expert says",oppose,no,train
1161783373284724738,https://t.co/RcI2hEBOs9,We Believe that EVERY Child is a miracle from God and Deserves a Chance to Live.,oppose,yes,train
1151528583623585794,https://t.co/qSWvDX5MnM,"Dear East: Girls who are 10, 11 or 12 should not have children. Any forced pregnancy is psychologically and spiritually damaging and with those boys you are putting it at risk and you are all sick",support,no,train
1221845584841248769,https://t.co/yHtg4aqykt,Last week was the 47th anniversary of Roe v. Wade. Abortion funds know that Roe was never enough &amp; that choice is meaningless w/out access. Make 2020 the year you organize with us &amp; enroll as an Individual Member TODAY! .,support,no,train
1230994496692740096,https://t.co/1tCnlhQVY6,Censorship: Buses Take Down Pro-Life Groups Ads After Abortion Activists Complain via,oppose,no,train
1352624647913820161,https://t.co/kadQjZht6p,"On this day in 1973, abortion was legalized by the U.S. Supreme Court. 48 years later, we're celebrating that abortion is still safe and legal.",support,no,train
1166713319794925568,https://t.co/5s2NKFteAd,Those that are Pro-Birth are not always Pro-Life. Too many children who are unwanted are left to simply fall through the cracks! -,support,yes,train
1352789521734258688,https://t.co/MyCq2uNeLG,"All those clumps of cells can contribute to society! No matter how difficult the circumstances appear to be, they all have a RIGHT to LIVE!",oppose,yes,train
1057989971569561600,https://t.co/iUr4aR8h3F,"Having a miscarriage is a difficult experience for many reasons. If you need support after a miscarriage, you are welcome to join our free monthly peer support group. From Wednesday, November 21, the support group asn.ca e-mail for details.",support,no,train
1280547138607501318,https://t.co/WDewXiyibQ,Abortion is a greater threat to the black community than police brutality could ever be.,oppose,yes,train
1048406402329264129,https://t.co/JMe3W3Ro6G,"Abortion has killed more innocent souls than all the wars combined, insidious in that as tragic as any murder is, it can be argued that at least the person had some time in our world, though cut short. The baby in the womb was not afforded even that much. vs",oppose,yes,train
1120660667458039808,https://t.co/fYtHh4iPsh,Injecting children with containing fetal human dna is utterly unethical and extremely risky.,oppose,no,train
1276149707883130880,https://t.co/1gJaLtfRQk,"If it's always wrong to deliberately kill an innocent person, and if abortion deliberately kills an innocent person, then abortion is always wrong. -Peter Kreeft",oppose,no,train
1110346636713177089,https://t.co/OMwLyk5vHo,"FACT: If Roe v. Wade is overturned or further eroded, one-third of all women of reproductive age in America could lose the ability to access abortion in their state. It is critical that we continue to protect access to safe, legal abortion in Minnesota.",support,no,train
1168887794430816256,https://t.co/IP54wYHJKr,Did you know? Abortion in the U.S. has has killed more than 10 TIMES AS MANY HUMAN BEINGS as the nazis killed in the holocaust!!,oppose,no,train
1038067403668611074,https://t.co/I7J9PCqE0A,"Pro-Life Pregnancy Centers Served Over 2,000,000 Patients, Save Hundreds of Millions of Dollars",oppose,yes,train
1359126957762310144,https://t.co/XJfrZ5zy4I,Can't I believe this is actually being discussed? What's really wrong with people in SA who think abortion should remain a criminal act! Some MPs are also included. Absolute madness! It's 2021 F.S. Rally sat 13/2/21 at 11 am s.a. Parliament Building.,support,no,train
1201088378864885760,https://t.co/L2apuxCU0u,youtube vegan Alan fisher opposes abortion Adopting children if you can't take care of your children regardless of the reality that the privilege of the rich and white is for those who have a functioning health care system with deplorable results,support,yes,train
1278005606943723523,https://t.co/86f59ZVnoY,"US Bishops' Pro-Life says Supreme Court's Decision Continues ""Cruel Precedent"" and Abortion violently ends the life of a child..."" FULL TEXT",oppose,no,train
1287780053414227972,https://t.co/mgk9nlDpL2,Study: Abortion pill is four times more dangerous than surgical abortion,oppose,no,train
1243204699521798151,https://t.co/sde2NJoNYI,"FACT: Elective abortion treats no disease process. 30,000 physicians sign statement calling for the suspension of elective abortions during the pandemic. Read here:",oppose,yes,train
1242352115298820096,https://t.co/rN1GVT6xos,"Today, Texas Republicans suspended abortions and called for millions of deaths from Coronavirus to help the economy [even though it wont]. Imagine being pro-life and letting millions of Americans die from a preventable cause.",support,no,train
1258909664474955776,https://t.co/zMp65K0jLr,We are the pro-life generation and we are ready to abolish abortion!,oppose,no,train
1025304557281312768,https://t.co/tJk6GetWgr,Pro-life young people explain why they will be hitting the Scottish streets in a bid to transform society into a culture of life and to offer support to anyone affected by an abortion experience.,oppose,no,train
1158376303231287296,https://t.co/ESyZh5FpCA,What about professional life when women are dying? The trump administration's anti-abortion policy is threatening the lives of women around the world.,support,yes,train
1361661800534716416,https://t.co/5OOWOU0DHB,"Abortion not an essential healthcare service, it is an elective choice among choices that preserve, protect the life of her unborn child, Addia Wuchner, Ex Dir. KRTL. Dr Lavalanet ...WHO working with the UN to form guidance underlining abortion as essential, during a pandemic",oppose,no,train
1109167655016120320,https://t.co/9uTLmofBcB,"South Dakota just signed 5 pro-life bills into law! These ensure informed consent, the opportunity to view an ultrasound and hear the baby's heartbeat, and criminal penalties for forcing a woman to have an abortion. Our Government rejected similar amendments to 2018 Abortion Act.",oppose,no,train
1116697315237036033,https://t.co/rFnevBTVm8,"Roe v. Wade wasnt the beginning of abortion in America rather, it allowed people to access abortion legally and prevented people dying from unsafe, illegal abortions.",support,no,train
1161661570361044993,https://t.co/n8nx4agJkW,There is no medical situation where abortion is needed to save the mothers life (after viability). CHANGE MY MIND.,oppose,no,train
1150117927879884804,https://t.co/zA4IjNakqu,"""BreakPoint: Abortion and the Worldview of Irresponsibility - Pro-Life Critique Becomes Pro-Death Talking Point"" Abortion doesn't support women, it doesn't liberate women. It harms them.",oppose,yes,train
1182922750853341187,https://t.co/UEFronty8h,Pro-life group promises legal aid to those hurt by Californias college abortion pilllaw,oppose,no,train
1151002554672779264,https://t.co/2lBf8ZEjLw,Heart disease is harmful and it's not scientific for six weeks without a heart they can't do inputs or cellular responses without a cardiovascular system. No nervous system.,support,no,train
1048184550487089154,https://t.co/XYS1HrcCXF,"Ireland Bill Legalizes Abortion, Forces Doctors to Facilitate Abortions or Lose Their Jobs",oppose,yes,train
1283050473206030338,https://t.co/oUcfG8QkxN,"The RHPA will vastly increase access to safe, legal abortion and enable Virginians - particularly those living at the margins of our communities - to access the care they need, when they need it here in the Commonwealth! -",support,no,train
1145863433486774272,https://t.co/kLfsl7Ji1K,"advocates are losing their rights. The industry is not only taking lives, its also making it illegal to provide sidewalk counseling. A new case is headed to the to overturn these laws. Sign to stop the abortion distortion.",oppose,no,train
1263411529891762178,https://t.co/FT7N8GO5Jo,A high-risk pregnancy is one of greater risk to the mother or her fetus than an uncomplicated pregnancy. Pregnancy places additional physical and emotional stress on a womans body.,support,no,train
1158764822894391296,https://t.co/15tM3b5qLG,Adoption is a beautiful choice.,oppose,yes,train
1283036531486273538,https://t.co/wZkxvgu4Xf,"He has renewed his attention on the use to provide a medicated abortion. This method can provide access to abortion while maintaining social distancing, preserving PPE, and limiting the risk of exposure to coronavirus.",support,no,train
1153726560610004992,https://t.co/mFhxodJczc,"TRAP laws that impose unnecessary medical requirements on patient abortion clinics have forced many clinics to close in several states. In 2019, 5 states were waiting for Roe v. With 6 more expected. For many people، abortion is only available as a right on paper.",support,yes,train
1239944887879032834,https://t.co/9ZKkxvCRvj,"Destigmatizing abortion is key to accessing, providing and accessing abortion services. Thank you oku and feig",support,no,train
1170203003782983680,https://t.co/pkaXPex7lr,"Abortion opponents say that abortion ""kills babies"" and that ""abortion is murder"" because they have no legal reason not to allow it.",support,no,train
1204459452532834304,https://t.co/LHXyrcFkiy,It is estimated that sex-selective abortions have led to at least 23 million fewer girls being born [Source: ]. Sex selective abortion is and should be a major human rights concern.,oppose,no,train
1181984487292489730,https://t.co/pVZLH8jR0V,"Roe v. Wade guarantees constitutional access to legal abortion for all women. Heartbeat bills"" impede on this right. Take action before 10/22 &amp; tell members of the Senate Medical Affairs Subcommittee to vote NO on H3020",support,no,train
1366085648189435905,https://t.co/trCx6sMKnJ,"Providing clean and safe water to thousands of Latino, Immigrant, and Migrant families in the U.S. and along the Southern Border is Christ-like, doing Justice, and pro-life from the womb to the tomb. I was thirsty and you gave me something to drink,- Jesus from Matthew 25:35",oppose,no,train
1070726604907675648,https://t.co/4qtWDQMbcR,"Before: mostly pro-life 8/10. After 100% pro-life. Abortion doesnt solve problems, it creates them. Abortion is not okay at all.",oppose,no,train
1255146511077265408,https://t.co/2hCw5p1QKC,"For many women, abortion access was already limited. Then COVID-19 hit",support,no,train
1154842077747974146,https://t.co/bfWSGT0Ws7,"Thanks to decades of grassroots campaigning, women in Northern Ireland may soon be able to get legal care at home Read about activists fighting to expand access to abortion in Northern Ireland:",support,no,train
1098004581760622592,https://t.co/3nS0pey6Ab,"In other news, abortion is murdering babies. Just a reminder babies were murdered today in a city near you.",oppose,yes,train
1182005931606982657,https://t.co/tF0a27NjQ9,The myth that abortion has no side effects for women is perpetuated by the abortion industry in their desire to save face and make money:,oppose,no,train
1181618754045775872,https://t.co/FlmhRtUMEa,Stericycle disposes of aborted fetuses. It's one of the few regulatory bottlenecks for abortion providers. Undermine its business and Big Abortion is in big trouble.,oppose,no,train
1045313183131418624,https://t.co/n35003ht56,The ULTIMATE against the ' shenanigans that Judge can do if he gets confirmed is to OVER-TURN the case Roe v. Wade. What he'll have gone through in torment is worth the Lives SAVED when becomes ILLEGAL !!!,oppose,no,train
1245733350700126212,https://t.co/Z5YzG5yW5u,"If abortion didnt exist, unwanted kids will grow up in poverty, enter foster care &amp; have terrible lives. TUNE IN tonight to listen to our Adoption Education Directors Pro-Life Story &amp; counter this common argument. to watch!",oppose,no,train
1364215058239131656,https://t.co/Q8u9Ymnlsj,"Punjab-Hariyana high court has taken up a very important and progressive stand. We hope, in near future, women in need of abortion will get the service in public sector.",support,no,train
1309667828367339520,https://t.co/2bjt6yGEF7,"If so-called pro-life evangelicals have their way, the U.S. will join the only 3 countries punishing abortion in any case: -El Salvador -Nicaragua -Vatican City Abortions did not start with Roe v. Wade. But this stopped women dying from them.",support,no,train
1151536067243401224,https://t.co/s904Hx1JKP,Abortion bans will raise the rates of suicides. In countries all around the world it has been shown that women have killed them selves when they are restricted from abortions. Prolifers dont care about this and will happily watch that number rise,support,yes,train
1045568861070864385,https://t.co/g1sOH8gOHy,"Today is Intlee Day. Restrictive abortion laws threaten women's lives. That is why the claim often made by opponents of abortion that they are ""pro-life"" is misleading. For this, read this inconspicuous expert statement:",support,no,train
1103166570694610946,https://t.co/lpcSSDRfq5,"It's women of color and young women, immigrant women, and women with low incomes who face the most risk if we allow the clock to be turned back by the extreme Supreme Court and the crucial right to seek safe, legal abortion care is denied.",support,no,train
1166083978262130688,https://t.co/v6gI5yiQGi,"A Florida abortionist may have to pay a $10,000 fine after he performed a surgical on a patient who was supposed to receive a drug-induced abortion Samantha Gobba reports in WORLD Digital's , a weekly pro-life news roundup",oppose,no,train
1069931963857993728,https://t.co/nZlIGsDKGL,Purdue University pro-life students are ready to abolish abortion!,oppose,no,train
1078408747737853953,https://t.co/RuaE9MtW2w,"The same conservative fuchsia that has been roiling the pro-life, there are those who support this type of. Perhaps when you say everyone deserves to live, they only mean the unborn. After they were born and raised by a boar, their lives are no longer a concern. It's a pity.",support,yes,train
1191753006431318016,https://t.co/bH1269W1rG,"For this reason, governments must do more to achieve this. One in four women around the world will get an abortion throughout their lives, it should be safe and legal for all of them. Read our statement here:",support,no,train
1184249544168468480,https://t.co/hjJZ9eZy3I,"Today we celebrated a Respect for Life Liturgy. It helped students deepen their understanding of what it means to be Pro-Life by seeing the wide spectrum of caring for the most vulnerable, especially the unborn, the environment, the imprisoned, the elderly, immigrants &amp; refugees.",oppose,no,train
1257508753542393856,https://t.co/j8xw1W4di8,"At Dr. Jumby's abortion center we offer painless, safe, fast and affordable services with a clean uterus voucher after an abortion process. Simply connect to whatsapp 0n+ 27656911771",support,no,train
1362168369777106947,https://t.co/amznu2uoGB,I am so thankful &amp; proud of the SC General Assembly for stepping up &amp; passing the fetal heartbeat bill today. This legislation will literally save lives by banning abortions in SC once a fetal heartbeat is detected.,oppose,no,train
1165816501108187136,https://t.co/KGEDROTTiu,We are sacrificing children because society has told us that they are an inconvenience. What a shame?,oppose,yes,train
1261280448157753344,https://t.co/vzS4YSIZ38,Medical professionals have the right and responsibility to refuse to take part in things they see as wrong or unjust. is never safe for the preborn child. Assisted suicide kills those who deserve suicide prevention.,oppose,yes,train
1212901260195704834,https://t.co/wlkIgRdQ86,"One of the most disturbing things about the movement is that they would rather let a child die from pregnancy, than allow them abortion care to not only save their lives, but give them back their childhood. Its alarming how many support child pregnancy.",support,yes,train
1364660350134673409,https://t.co/L73dzGlc0x,"Today's Republican Party is a cult of death. Research such as the new Lancet report shows that GOP policies actually shorten lives and harm the well-being of the American people. They are not a ""pro-life"" party, they are pro-death. My New:",support,yes,train
1076918729697619968,https://t.co/eZhqYfeyNo,"The unborn are unseen and unheard. But, life in the womb is explicitly a moment in which we all must pass. In allowing abortion, we have given away our humanity. And still, we keep the blinds closed to protect our own conscience.",oppose,no,train
1364902967946674179,https://t.co/UYJz7Gqlv3,Annabelle was tragically miscarried at 8 weeks old. Its devastating Planned Parenthood murders babies Annabelles age with the ghastly abortion pill. We must outlaw this deadly drug &amp; the massacre of preborn children.,oppose,no,train
1363951398031945731,https://t.co/dyFq6SoXPK,"Today the Arkansas Senate passed S.B. 6 by Sen. Jason Rapert and Rep. Mary Bentley prohibiting abortion in Arkansas. If enacted, this good bill would save thousands of unborn children and give our courts an opportunity to overturn Roe v. Wade.",oppose,no,train
1303634457606447104,https://t.co/PhYiYbHeIt,"By controlling abortion, we can control our bodies. Please consult our counselors via info or email on live chat to learn more and resolve your questions (bio link)",support,no,train
1226181394197401602,https://t.co/f642WKwSwo,The ACLJ has filed a critical amicus brief in support of a crucial pro-life law to defend innocent babies born with disabilities. Every child deserves a chance at life. Show your support for this law by signing our petition today.,oppose,yes,train
1294302763338219520,https://t.co/SyLrHmUFvE,"As we prepare for on August 29, we want to highlight the sponsors who've made this conference possible. Today's spotlight: ! SPL aims to end elective abortion and build a secular pro-life community.",oppose,no,train
1062346209833160704,https://t.co/c3AJWp56T8,"The debate over abortion can not be won only in the courtroom or the legislature. Abortion clinics are facing a new challenge, but this time its not from the pro-life movement. Mail order abortion pills could be a game changer.",oppose,no,train
1166485766035451906,https://t.co/VkVXcTWQXJ,"You can help every child get the birthday they deserve! Start a Facebook fundraiser, save lives, and get a free Pro-Life t-shirt as a thank-you gift!",oppose,no,train
1362030682051145755,https://t.co/ujbiWs0Vg3,"How come when a woman has a miscarriage at 8-14 weeks it's tragic that they've lost their child whereas with abortion it's not only seen as okay to just murder an unborn child of the same age, it's also empowering?",oppose,no,train
1146098506634952704,https://t.co/rr9YoCPkrJ,"Because of your abortion, your future child couldn't go on to die killing Iraqi children. How dare you. im ngl this is one of the hottest pro-life takes i have ever heard also im 100% sure thats a fucking in-n-out box you can see grease stains.",support,no,train
1141501423177359362,https://t.co/FoQNDhhpl3,"I have no fans! Prioritizing a fetus against their desires makes their bodies less autonomous than people have for their carcasses! Another example of how to trample extreme of ""moments"" on individual rights!",support,yes,train
1308794575700590593,https://t.co/VXDmrAg36I,Chemical abortions are not safe. Here are the statistics to prove it.,oppose,yes,train
1357119690003386377,https://t.co/1W0s95QiFK,"""More than 62 million innocent, unborn babies' lives have been taken by abortion in this country. Tragically, abortion continues to put women in danger, takes the life of an innocent child, &amp; fails to recognize the dignity of all lives, regardless of how small."" - Rep.",oppose,no,train
1252383235545292800,https://t.co/A1m0NYQRMP,"Today in Harrisburg, fools and madmen on a parade. They are not conservative. Kieron is evil. And don't even think of considering them ""pro-life."" They are selfish children who do not have a sense of self-sacrifice for the good in general.",support,no,train
1053239145093447681,https://t.co/bdl3ueDyVB,"Day 24 consent. Consent is when a person freely agrees with something. Consent is indispensable every time when it comes to sex. Consent is given freely, reversible, informed, enthusiastic and specific. You have the right to say no to nothing in any time.",support,no,train
1062419910192701445,https://t.co/6FzHqdtdAI,"Woman Who Regrets Abortion: If My Words Lead You to Save Your Childs Life, Youll Have Saved Mine",oppose,no,train
1255146640979013637,https://t.co/cZuEnQP8j5,"For most women, access to abortion is already limited. And then covid-19 passed.",support,no,train
1108752086349635585,https://t.co/YqXJ5TJAe9,Eugenics and abortion violate the Natural Law Right to Life. IS THIS THE FACE OF YOUR ENEMY?,oppose,yes,train
1163917236945465345,https://t.co/UUjmKamz1b,Some of the people calling our Hotline looking for help miss their appointment because they dont have enough gas to make it to the clinic. Your donation will help a patient get a pre-paid gas card so they can make their abortion appointment:,support,yes,train
1167434551402094592,https://t.co/9Gb7fmj5jy,The traditional tools in the pro-life movement political advocacy and material support for pregnant women are necessary and important. But the long-term transformational power of discipleship is irreplaceable if we are to truly end abortion.,oppose,no,train
1367187281069674496,https://t.co/v9OJWT13LN,"Wow, ca residents! Thanks to our friends. With the direct application of planned parents, you can easily order contraceptives and emergency contraceptives and communicate with doctors.",support,no,train
1303332761583968259,https://t.co/0iDaR7Qaqj,"The Zika virus. While it was not central to the 2016-2017 abortion campaign, it exposed the lack of abortion access across Brazil.",support,no,train
1278009322564390912,https://t.co/NZ4nj7J9AF,"Why do you think our numbers (black people) are so high when it comes to abortion ?? Abortion is not just a womans issue. Its a human rights issue. Today, with more than 28% of all blackpregnancies ending in induced abortion, it is a human crisis.",oppose,yes,train
1163911079459741698,https://t.co/RBlnhGTcQ5,"From taking time off of work to finding child care, it can be difficult for someone to access in-clinic abortion care. Learn more about with Reproactions from our campaign",support,no,train
1120549971521081345,https://t.co/JV4r9a3uI2,Its slightly amusing that my son is considered a after given 0% chance. The same who call him a miracle are docs that thought he would be a great donation to science to save future babies like him. Maybe you should stop aborting them all get true stats,oppose,no,train
1080024105926066177,https://t.co/6QYwFNtLQu,This is misleading. The deaths from abortion are murder!,oppose,no,train
1057655766541316096,https://t.co/p9pVUOIvSq,Next level moral myopia: achieved. Restricting access to killing children . . . harms children.,oppose,yes,train
1205232136598499339,https://t.co/9VbAbEfw6l,"In case anyone was wondering: Abortion is NEVER medically necessary to save the life of the mother. Thank you, Dr. , for being a strong pro-life voice for the voiceless and the mothers carrying those tiny lives!",oppose,yes,train
